#chrom	chromStart	chromEnd	name	length	cpgNum	gcNum	perCpg	perGc	obsExp
chr1	3601847	3602066	CpG: 27	219	27	167	24.7	76.3
chr1	3740842	3742379	CpG: 158	1537	158	1084	20.6	70.5
chr1	4155637	4155942	CpG: 23	305	23	195	15.1	63.9
chr1	4202516	4202729	CpG: 16	213	16	117	15	54.9
chr1	4561924	4563896	CpG: 165	1972	165	1286	16.7	65.2
chr1	4567170	4567831	CpG: 47	661	47	393	14.2	59.5
chr1	4637264	4637742	CpG: 35	478	35	260	14.6	54.4
chr1	4641864	4642298	CpG: 49	434	49	305	22.6	70.3
chr1	4759407	4759620	CpG: 24	213	24	149	22.5	70
chr1	4855599	4856037	CpG: 49	438	49	289	22.4	66
chr1	4877782	4878326	CpG: 85	544	85	414	31.2	76.1
chr1	4927688	4928595	CpG: 95	907	95	599	20.9	66
chr1	5088780	5089934	CpG: 77	1154	77	714	13.3	61.9
chr1	5153262	5153759	CpG: 53	497	53	360	21.3	72.4
chr1	5259407	5259729	CpG: 25	322	25	217	15.5	67.4
chr1	5420614	5421283	CpG: 45	669	45	439	13.5	65.6
chr1	5500250	5500483	CpG: 18	233	18	147	15.5	63.1
chr1	5637330	5637571	CpG: 21	241	21	140	17.4	58.1
chr1	5986647	5987693	CpG: 85	1046	85	649	16.3	62
chr1	6284654	6285556	CpG: 107	902	107	645	23.7	71.5
chr1	6429306	6429666	CpG: 29	360	29	245	16.1	68.1
chr1	6453040	6453458	CpG: 54	418	54	310	25.8	74.2
chr1	6506353	6506609	CpG: 20	256	20	142	15.6	55.5
chr1	6511424	6511836	CpG: 62	412	62	317	30.1	76.9
chr1	6638991	6639201	CpG: 16	210	16	133	15.2	63.3
chr1	7158715	7159495	CpG: 85	780	85	540	21.8	69.2
chr1	7260717	7261016	CpG: 23	299	23	202	15.4	67.6
chr1	7405095	7405838	CpG: 51	743	51	493	13.7	66.4
chr1	7467970	7468818	CpG: 69	848	69	573	16.3	67.6
chr1	7558316	7558627	CpG: 22	311	22	206	14.1	66.2
chr1	7679749	7679966	CpG: 16	217	16	131	14.7	60.4
chr1	7780057	7780519	CpG: 35	462	35	260	15.2	56.3
chr1	7889739	7890038	CpG: 24	299	24	165	16.1	55.2
chr1	8063940	8064368	CpG: 30	428	30	223	14	52.1
chr1	8065023	8065294	CpG: 20	271	20	153	14.8	56.5
chr1	8070708	8070921	CpG: 16	213	16	117	15	54.9
chr1	8226439	8226866	CpG: 30	427	30	225	14.1	52.7
chr1	8227521	8227735	CpG: 17	214	17	119	15.9	55.6
chr1	8233143	8233356	CpG: 16	213	16	118	15	55.4
chr1	8288821	8289126	CpG: 22	305	22	194	14.4	63.6
chr1	8731372	8731595	CpG: 17	223	17	127	15.2	57
chr1	8758708	8759353	CpG: 43	645	43	411	13.3	63.7
chr1	9190999	9191337	CpG: 23	338	23	218	13.6	64.5
chr1	9245622	9246071	CpG: 32	449	32	287	14.3	63.9
chr1	9306036	9306441	CpG: 37	405	37	243	18.3	60
chr1	9369440	9370245	CpG: 61	805	61	512	15.2	63.6
chr1	9615494	9616493	CpG: 97	999	97	666	19.4	66.7
chr1	9770010	9771106	CpG: 122	1096	122	797	22.3	72.7
chr1	9817785	9818870	CpG: 97	1085	97	664	17.9	61.2
chr1	9868046	9868877	CpG: 129	831	129	619	31	74.5
chr1	9918390	9918755	CpG: 40	365	40	265	21.9	72.6
chr1	10014010	10014421	CpG: 46	411	46	277	22.4	67.4
chr1	10037343	10038555	CpG: 145	1212	145	870	23.9	71.8
chr1	10108175	10108440	CpG: 31	265	31	167	23.4	63
chr1	10109872	10110504	CpG: 74	632	74	471	23.4	74.5
chr1	10302368	10303653	CpG: 171	1285	171	953	26.6	74.2
chr1	10805840	10806099	CpG: 21	259	21	146	16.2	56.4
chr1	10875523	10876109	CpG: 45	586	45	371	15.4	63.3
chr1	11063710	11064229	CpG: 64	519	64	373	24.7	71.9
chr1	11484284	11484689	CpG: 44	405	44	283	21.7	69.9
chr1	11696844	11697202	CpG: 30	358	30	248	16.8	69.3
chr1	11799623	11800064	CpG: 31	441	31	282	14.1	63.9
chr1	11853016	11853962	CpG: 64	946	64	628	13.5	66.4
chr1	13060942	13061424	CpG: 34	482	34	307	14.1	63.7
chr1	13061709	13063008	CpG: 100	1299	100	781	15.4	60.1
chr1	13066446	13066659	CpG: 16	213	16	129	15	60.6
chr1	13196522	13196893	CpG: 30	371	30	238	16.2	64.2
chr1	13442970	13445018	CpG: 235	2048	235	1534	22.9	74.9
chr1	13620875	13621181	CpG: 25	306	25	169	16.3	55.2
chr1	13621859	13622159	CpG: 22	300	22	171	14.7	57
chr1	13659386	13660401	CpG: 119	1015	119	713	23.4	70.2
chr1	13730455	13730956	CpG: 49	501	49	344	19.6	68.7
chr1	13967367	13967678	CpG: 23	311	23	204	14.8	65.6
chr1	14183585	14184116	CpG: 37	531	37	353	13.9	66.5
chr1	14379971	14380260	CpG: 35	289	35	209	24.2	72.3
chr1	14576765	14577372	CpG: 52	607	52	414	17.1	68.2
chr1	14825375	14826027	CpG: 68	652	68	455	20.9	69.8
chr1	15045678	15046395	CpG: 58	717	58	482	16.2	67.2
chr1	15153853	15154523	CpG: 43	670	43	431	12.8	64.3
chr1	15356642	15357402	CpG: 87	760	87	561	22.9	73.8
chr1	15813142	15813791	CpG: 46	649	46	418	14.2	64.4
chr1	15875815	15876332	CpG: 60	517	60	355	23.2	68.7
chr1	15962644	15963276	CpG: 52	632	52	447	16.5	70.7
chr1	16004350	16004814	CpG: 38	464	38	310	16.4	66.8
chr1	16163180	16163595	CpG: 45	415	45	306	21.7	73.7
chr1	16174989	16176515	CpG: 183	1526	183	1091	24	71.5
chr1	16239905	16240173	CpG: 20	268	20	176	14.9	65.7
chr1	16275751	16276070	CpG: 22	319	22	170	13.8	53.3
chr1	16586529	16586907	CpG: 32	378	32	204	16.9	54
chr1	16588823	16590317	CpG: 149	1494	149	1029	19.9	68.9
chr1	16688782	16689757	CpG: 119	975	119	699	24.4	71.7
chr1	16726988	16727267	CpG: 25	279	25	176	17.9	63.1
chr1	16735370	16735850	CpG: 56	480	56	337	23.3	70.2
chr1	16809576	16809805	CpG: 18	229	18	128	15.7	55.9
chr1	16905026	16905265	CpG: 20	239	20	133	16.7	55.6
chr1	17023332	17024073	CpG: 58	741	58	496	15.7	66.9
chr1	17161741	17162195	CpG: 35	454	35	267	15.4	58.8
chr1	17166988	17168363	CpG: 139	1375	139	958	20.2	69.7
chr1	17215691	17216019	CpG: 23	328	23	205	14	62.5
chr1	17459526	17460243	CpG: 50	717	50	478	13.9	66.7
chr1	17537204	17537523	CpG: 26	319	26	217	16.3	68
chr1	17775298	17775739	CpG: 30	441	30	277	13.6	62.8
chr1	17973870	17974173	CpG: 21	303	21	201	13.9	66.3
chr1	18028054	18028399	CpG: 27	345	27	202	15.7	58.6
chr1	18118007	18118231	CpG: 17	224	17	121	15.2	54
chr1	18128259	18129120	CpG: 91	861	91	570	21.1	66.2
chr1	18542911	18543223	CpG: 22	312	22	205	14.1	65.7
chr1	18588188	18588429	CpG: 18	241	18	131	14.9	54.4
chr1	18607611	18608566	CpG: 66	955	66	633	13.8	66.3
chr1	18728895	18729277	CpG: 29	382	29	259	15.2	67.8
chr1	18942656	18942891	CpG: 18	235	18	155	15.3	66
chr1	19173496	19173717	CpG: 19	221	19	117	17.2	52.9
chr1	19174795	19175147	CpG: 25	352	25	225	14.2	63.9
chr1	19202086	19202391	CpG: 24	305	24	195	15.7	63.9
chr1	19279979	19280291	CpG: 30	312	30	195	19.2	62.5
chr1	19284153	19284628	CpG: 36	475	36	314	15.2	66.1
chr1	19306836	19307074	CpG: 19	238	19	153	16	64.3
chr1	19469014	19469234	CpG: 18	220	18	147	16.4	66.8
chr1	19693784	19694013	CpG: 18	229	18	125	15.7	54.6
chr1	19763527	19763776	CpG: 19	249	19	159	15.3	63.9
chr1	19869621	19870085	CpG: 37	464	37	309	15.9	66.6
chr1	20069313	20069844	CpG: 47	531	47	363	17.7	68.4
chr1	20354362	20354893	CpG: 37	531	37	359	13.9	67.6
chr1	20502432	20503529	CpG: 72	1097	72	725	13.1	66.1
chr1	20556615	20557686	CpG: 69	1071	69	679	12.9	63.4
chr1	20718536	20718753	CpG: 18	217	18	149	16.6	68.7
chr1	20890112	20890521	CpG: 45	409	45	289	22	70.7
chr1	20960658	20961035	CpG: 33	377	33	267	17.5	70.8
chr1	21005509	21005726	CpG: 15	217	15	133	13.8	61.3
chr1	21021764	21022114	CpG: 28	350	28	234	16	66.9
chr1	21149093	21149918	CpG: 82	825	82	581	19.9	70.4
chr1	21271799	21272330	CpG: 38	531	38	354	14.3	66.7
